0.425912, 0.316662
6.24269, 8.25585
22.3399, 13.4538
17.3024, 13.5396
10.0088, 9.9944
0.289541, 0.760711
0.319718, 0.790551
0.89743, 0.323943
0.806209, 0.797537
-0.236237, 0.805917
0.00104831, 0.000204516
-0.148964, 0.873122
-0.256583, 0.795076
0.87259, 1.82523
0.769688, 3.32517
0.382525, 2.7032
1.81546, 5.63798
0.951352, 1.95565
0.687013, 5.48852
0.190589, 5.29984
1.84403, 7.19159
0.943587, 1.85826
0.913022, 4.59291
0.474582, 4.29744
2.08977, 6.37305
0.971353, 1.40781
0.713202, 2.10712
0.194899, 1.39922
1.90065, 4.37263
0.496245, 0.510826
-0.00622854, 1.08867
-0.258264, 0.986954
0.563069, 1.63685
0.70514, 0.371259
0.263308, 0.667666
0.085872, 0.685076
1.12073, 1.03162
